source_status,pulled_at_local,delivery_window_since,delivery_window_until,account_alias,account_name,customer_id,object_level,object_id,current_name,parent_campaign_id,parent_campaign_name,parent_ad_group_id,parent_ad_group_name,configured_status,campaign_status,channel_type,channel_sub_type,bidding_strategy_type,ad_group_type,ad_type,final_urls,spend,impressions,clicks,conversions,all_conversions,proposed_gads_name,proposed_key,naming_status,notes
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,135493604367,oak junior kindergarten | parents 1-5 yrs_daycare+ | ollo,15778154097,oakville | lsm | kw,135493604367,oak junior kindergarten | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,SEARCH_STANDARD,,,96.99,663,31,3,12.25,Parent Search | Daycare | Oakville | Mixed,parent-search-daycare-oakville-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,179466531575,Junior kindergarten,22517347425,meadowvale | LSM | kws,179466531575,Junior kindergarten,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,SEARCH_STANDARD,,,96.41,587,38,3,18.657398,Parent Search | Junior Kindergarten | Meadowvale | Mixed,parent-search-junior-kindergarten-meadowvale-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,135187984005,Early Education,17290399592,burlington | lsm | kw,135187984005,Early Education,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,94.65,1010,58,6.496737,28.490836,Parent Search | Early Education | Burlington | Mixed,parent-search-early-education-burlington-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,131878525676,oak early learning | parents 1-5 yrs_daycare+ | ollo,15778154097,oakville | lsm | kw,131878525676,oak early learning | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,SEARCH_STANDARD,,,89.28,917,38,1,10,Parent Search | Daycare | Oakville | Mixed,parent-search-daycare-oakville-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,178346477976,Junior kindergarten,22434718934,white rock | LSM | keywords,178346477976,Junior kindergarten,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,74.16,379,8,0,2,Parent Search | Junior Kindergarten | White Rock | Mixed,parent-search-junior-kindergarten-white-rock-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,179466531535,Early Education,22517347425,meadowvale | LSM | kws,179466531535,Early Education,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,SEARCH_STANDARD,,,72.81,975,35,3.026944,18.360277,Parent Search | Early Education | Meadowvale | Mixed,parent-search-early-education-meadowvale-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,137513913060,Preschool,17290399592,burlington | lsm | kw,137513913060,Preschool,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,65.26,708,41,2.976737,12.457953,Parent Search | Preschool | Burlington | Mixed,parent-search-preschool-burlington-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,184833666692,Junior kindergarten,22555521837,beltline | LSM | KW,184833666692,Junior kindergarten,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,59.07,375,21,0,3,Parent Search | Junior Kindergarten | Calgary Beltline | Mixed,parent-search-junior-kindergarten-calgary-beltline-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,134088843342,Pre-K,17290399592,burlington | lsm | kw,134088843342,Pre-K,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,55.12,393,29,1,7,Parent Search | Pre-K | Burlington | Mixed,parent-search-pre-k-burlington-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,196679149082,Preschool,23732999189,campbell heights | LSM | Keywords,196679149082,Preschool,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,54.76,151,7,0,1,Parent Search | Preschool | Campbell Heights | Mixed,parent-search-preschool-campbell-heights-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,191500413551,Childcare,23234507996,capilano | lsm | kws,191500413551,Childcare,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,53.73,736,29,3,11,Parent Search | Childcare | Capilano | Mixed,parent-search-childcare-capilano-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,188564597964,SKAG | daycare near me | BROAD,22341251503,Park Royal | LSM | KW,188564597964,SKAG | daycare near me | BROAD,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,SEARCH_STANDARD,,,51.90,596,30,0.976933,7.961783,Parent Search | Daycare Near Me | Park Royal | Broad,parent-search-daycare-near-me-park-royal-broad,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,140369184468,oak pre-k | parents 1-5 yrs_daycare+ | ollo,15778154097,oakville | lsm | kw,140369184468,oak pre-k | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,SEARCH_STANDARD,,,48.83,294,22,2,9,Parent Search | Daycare | Oakville | Mixed,parent-search-daycare-oakville-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,178346477696,Preschool,22434718934,white rock | LSM | keywords,178346477696,Preschool,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,47.66,273,8,1,5.399136,Parent Search | Preschool | White Rock | Mixed,parent-search-preschool-white-rock-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,179466531295,Preschool,22517347425,meadowvale | LSM | kws,179466531295,Preschool,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,SEARCH_STANDARD,,,45.19,445,24,2,9,Parent Search | Preschool | Meadowvale | Mixed,parent-search-preschool-meadowvale-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,183416600829,Childcare,22884384921,richmond south | LSM | keywords,183416600829,Childcare,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,SEARCH_STANDARD,,,41.70,564,21,2.563955,10.892659,Parent Search | Childcare | Richmond South | Mixed,parent-search-childcare-richmond-south-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,184833666172,Childcare,22555521837,beltline | LSM | KW,184833666172,Childcare,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,37.76,302,10,0,0,Parent Search | Childcare | Calgary Beltline | Mixed,parent-search-childcare-calgary-beltline-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,183031122399,Early Education,22450573429,chilliwack | LSM | kws,183031122399,Early Education,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,37.09,225,7,0,1,Parent Search | Early Education | Chilliwack | Mixed,parent-search-early-education-chilliwack-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,196679148922,Early Learning,23732999189,campbell heights | LSM | Keywords,196679148922,Early Learning,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,36.86,215,3,0,2,Parent Search | Early Learning | Campbell Heights | Mixed,parent-search-early-learning-campbell-heights-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,191500413351,Daycare,23234507996,capilano | lsm | kws,191500413351,Daycare,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,36.62,604,18,3.968989,9.968989,Parent Search | Daycare | Capilano | Mixed,parent-search-daycare-capilano-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,191500413111,Pre-K,23234507996,capilano | lsm | kws,191500413111,Pre-K,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,25.33,269,9,0,2.5,Parent Search | Pre-K | Capilano | Mixed,parent-search-pre-k-capilano-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,178346477456,Childcare,22434718934,white rock | LSM | keywords,178346477456,Childcare,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,25.26,216,6,0,1,Parent Search | Childcare | White Rock | Mixed,parent-search-childcare-white-rock-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,191500413271,Early Learning,23234507996,capilano | lsm | kws,191500413271,Early Learning,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,23.78,239,13,1,5,Parent Search | Early Learning | Capilano | Mixed,parent-search-early-learning-capilano-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,168380722688,Early Education,21319600288,markham | LSM | kws,168380722688,Early Education,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,22.55,753,20,0,5.003518,Parent Search | Early Education | Markham | Mixed,parent-search-early-education-markham-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,179466531095,Early Learning,22517347425,meadowvale | LSM | kws,179466531095,Early Learning,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,SEARCH_STANDARD,,,15.86,220,14,1,5,Parent Search | Early Learning | Meadowvale | Mixed,parent-search-early-learning-meadowvale-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,196679148842,Junior kindergarten,23732999189,campbell heights | LSM | Keywords,196679148842,Junior kindergarten,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,14.31,38,1,0,0,Parent Search | Junior Kindergarten | Campbell Heights | Mixed,parent-search-junior-kindergarten-campbell-heights-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,168380723008,Pre-K,21319600288,markham | LSM | kws,168380723008,Pre-K,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,14.03,260,8,0,2,Parent Search | Pre-K | Markham | Mixed,parent-search-pre-k-markham-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,183416600869,Early Learning,22884384921,richmond south | LSM | keywords,183416600869,Early Learning,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,SEARCH_STANDARD,,,13.55,273,12,2,6,Parent Search | Early Learning | Richmond South | Mixed,parent-search-early-learning-richmond-south-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,184833666212,Early Learning,22555521837,beltline | LSM | KW,184833666212,Early Learning,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,13.30,115,4,0,0,Parent Search | Early Learning | Calgary Beltline | Mixed,parent-search-early-learning-calgary-beltline-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,178346477936,Early Education,22434718934,white rock | LSM | keywords,178346477936,Early Education,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,11.49,90,2,0,0,Parent Search | Early Education | White Rock | Mixed,parent-search-early-education-white-rock-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,184833666452,Pre-K,22555521837,beltline | LSM | KW,184833666452,Pre-K,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,8.13,41,2,1,2,Parent Search | Pre-K | Calgary Beltline | Mixed,parent-search-pre-k-calgary-beltline-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,191500413311,Early Education,23234507996,capilano | lsm | kws,191500413311,Early Education,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,8.06,185,3,0,0,Parent Search | Early Education | Capilano | Mixed,parent-search-early-education-capilano-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,183416601309,Early Education,22884384921,richmond south | LSM | keywords,183416601309,Early Education,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,SEARCH_STANDARD,,,7.99,306,12,1,4.002002,Parent Search | Early Education | Richmond South | Mixed,parent-search-early-education-richmond-south-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,135188589325,Junior kindergarten,17290399592,burlington | lsm | kw,135188589325,Junior kindergarten,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,5.36,43,4,0,1,Parent Search | Junior Kindergarten | Burlington | Mixed,parent-search-junior-kindergarten-burlington-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,183416601069,Preschool,22884384921,richmond south | LSM | keywords,183416601069,Preschool,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,SEARCH_STANDARD,,,4.31,168,4,0,0,Parent Search | Preschool | Richmond South | Mixed,parent-search-preschool-richmond-south-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,191500413511,Preschool,23234507996,capilano | lsm | kws,191500413511,Preschool,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,3.32,266,2,0,0,Parent Search | Preschool | Capilano | Mixed,parent-search-preschool-capilano-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,183659141013,Early Learning,22450573429,chilliwack | LSM | kws,183659141013,Early Learning,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,3.06,102,2,0,0,Parent Search | Early Learning | Chilliwack | Mixed,parent-search-early-learning-chilliwack-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,179466531335,Pre-K,22517347425,meadowvale | LSM | kws,179466531335,Pre-K,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,SEARCH_STANDARD,,,2.88,104,1,0,0,Parent Search | Pre-K | Meadowvale | Mixed,parent-search-pre-k-meadowvale-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,196679148602,Pre-K,23732999189,campbell heights | LSM | Keywords,196679148602,Pre-K,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,2.22,114,2,0,0,Parent Search | Pre-K | Campbell Heights | Mixed,parent-search-pre-k-campbell-heights-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,179466531495,Competitors,22517347425,meadowvale | LSM | kws,179466531495,Competitors,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,SEARCH_STANDARD,,,1.48,13,1,0,0,Parent Search | Competitor | Meadowvale | Mixed,parent-search-competitor-meadowvale-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,183304505906,Junior Kindergarten,22450573429,chilliwack | LSM | kws,183304505906,Junior Kindergarten,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,0.00,7,0,0,0,Parent Search | Junior Kindergarten | Chilliwack | Mixed,parent-search-junior-kindergarten-chilliwack-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,183416601109,Pre-K,22884384921,richmond south | LSM | keywords,183416601109,Pre-K,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,SEARCH_STANDARD,,,0.00,38,0,0,0,Parent Search | Pre-K | Richmond South | Mixed,parent-search-pre-k-richmond-south-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,191500413071,Junior kindergarten,23234507996,capilano | lsm | kws,191500413071,Junior kindergarten,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,0.00,103,0,0,0,Parent Search | Junior Kindergarten | Capilano | Mixed,parent-search-junior-kindergarten-capilano-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad_group,192261281948,Pre-K,22450573429,chilliwack | LSM | kws,192261281948,Pre-K,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,0.00,30,0,0,0,Parent Search | Pre-K | Chilliwack | Mixed,parent-search-pre-k-chilliwack-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,796980900205,RESPONSIVE_SEARCH_AD / 796980900205,23547539661,Kelowna Spall | LSM | Conversions,201609984188,Daycare,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/kelowna-spall/,1383.24,6192,282,21.979897,90.762859,not_applicable,gads-ad-796980900205,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,796946910237,RESPONSIVE_SEARCH_AD / 796946910237,23547477117,Surrey Panorama | LSM | Conversion,191866578383,CEFA Early Learning,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/south-surrey-panorama/,1260.86,7687,433,31.708039,147.772392,not_applicable,gads-ad-796946910237,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,572920863063,RESPONSIVE_SEARCH_AD / 572920863063,15778154097,oakville | lsm | kw,130489998463,oak daycare | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/oakville/,812.27,4255,296,26.969829,111.99729,not_applicable,gads-ad-572920863063,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,769062785905,RESPONSIVE_SEARCH_AD / 769062785905,22450573429,chilliwack | LSM | kws,184663564478,Daycare,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/chilliwack-cottonwood/,680.49,1629,86,1,19.998017,not_applicable,gads-ad-769062785905,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,598406866461,RESPONSIVE_SEARCH_AD / 598406866461,17290399592,burlington | lsm | kw,137514177580,Daycare,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/burlington-south-service-road/,475.41,3281,230,18.483705,101.937732,not_applicable,gads-ad-598406866461,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,769066257067,RESPONSIVE_SEARCH_AD / 769066257067,22450573429,chilliwack | LSM | kws,183831481396,Preschool,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/chilliwack-cottonwood/,473.96,1206,60,3.977247,19.974338,not_applicable,gads-ad-769066257067,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,738797185835,RESPONSIVE_SEARCH_AD / 738797185835,22341251503,Park Royal | LSM | KW,178859836920,Preschool - Montessori | BROAD,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/west-vancouver-park-royal/?fbclid=fbclidchool/west-vancouver-park-royal/,388.99,2472,140,17.307911,60.742095,not_applicable,gads-ad-738797185835,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,573049833794,RESPONSIVE_SEARCH_AD / 573049833794,15778154097,oakville | lsm | kw,131052614319,oak preschool | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/oakville/,376.49,2259,129,16.456474,50.841012,not_applicable,gads-ad-573049833794,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,797678621749,RESPONSIVE_SEARCH_AD / 797678621749,22434718934,white rock | LSM | keywords,178346477656,Daycare,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/white-rock/,375.48,1353,35,3,20,not_applicable,gads-ad-797678621749,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
