source_status,pulled_at_local,delivery_window_since,delivery_window_until,account_alias,account_name,account_id,object_level,object_id,current_name,parent_campaign_id,parent_campaign_name,parent_adset_id,parent_adset_name,configured_status,effective_status,objective_or_optimization_goal,spend,impressions,clicks,proposed_nc2_name,proposed_key,naming_status,notes
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad_set,120241756046100400,Prospective Parents | Broad | South Surrey Panorama 10km | Auto,120241756046080400,CEFA | South Surrey - Panorama | LSM | META | LEADS | BOF | Enrollment | ALL | 20260106 | 001,120241756046100400,Prospective Parents | Broad | South Surrey Panorama 10km | Auto,ACTIVE,CAMPAIGN_PAUSED,OFFSITE_CONVERSIONS,1383.4,105559,717,Prospective Parents | Broad | South Surrey Panorama 10km | Advantage+,prospective-parents-broad-south-surrey-panorama-10km-advantage,proposed,ad set audience/geo inferred from current name
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad_set,120242037801350400,Prospective Parents | Broad | Surrey Sunny Side | Auto,120242037801340400,CEFA | Surrey - Sunny Side | LSM | META | LEADS | BOF | Enrollment | ALL,120242037801350400,Prospective Parents | Broad | Surrey Sunny Side | Auto,ACTIVE,CAMPAIGN_PAUSED,OFFSITE_CONVERSIONS,1392.04,112655,697,Prospective Parents | Broad | Surrey Sunnyside | Advantage+,prospective-parents-broad-surrey-sunnyside-advantage,proposed,ad set audience/geo inferred from current name
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad_set,120242283263470400,Prospective Parents | Broad | Kelowna - Spall | Auto,120242283263490400,CEFA | Kelowna - Spall | LSM | META | LEADS | BOF | Enrollment | ALL,120242283263470400,Prospective Parents | Broad | Kelowna - Spall | Auto,ACTIVE,CAMPAIGN_PAUSED,OFFSITE_CONVERSIONS,1498.85,139432,912,Prospective Parents | Broad | Kelowna - Spall | Advantage+,prospective-parents-broad-kelowna-spall-advantage,proposed,ad set audience/geo inferred from current name
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad_set,120245679859330400,Meadowvale April | Open Houses | Wealthy Parents,120242924010580400,CEFA | Meadowvale | LSM | META | Traffic | Open House |,120245679859330400,Meadowvale April | Open Houses | Wealthy Parents,ACTIVE,CAMPAIGN_PAUSED,LANDING_PAGE_VIEWS,477.68,101556,824,Prospective Parents | Interest | Meadowvale April | Advantage+,prospective-parents-interest-meadowvale-april-advantage,proposed,ad set audience/geo inferred from current name
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120222887942490400,video | whole child | nurture,120222886468440400,CEFA | All Locations | CORP | META | AWARENESS | TOF | Evergreen | Established,120222886468110400,all locations | broad interest + lookalike | 30 - 45,ACTIVE,CAMPAIGN_PAUSED,,65.48,5346,56,VID | ALL Programs | Whole Child | Nurture | v1,vid-all-programs-whole-child-nurture-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120222888291350400,video | whole child | holistic growth,120222886468440400,CEFA | All Locations | CORP | META | AWARENESS | TOF | Evergreen | Established,120222886468110400,all locations | broad interest + lookalike | 30 - 45,ACTIVE,CAMPAIGN_PAUSED,,100.79,9718,65,VID | ALL Programs | Whole Child | Holistic Growth | v1,vid-all-programs-whole-child-holistic-growth-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120228936681020400,video | chilliwack | attention,120228936681010400,CEFA | Chilliwack | LSM | META | LEADS | BOF | Enrollment,120228936681030400,chilliwack | broad - parents | 20 km,ACTIVE,CAMPAIGN_PAUSED,,18.51,1839,9,VID | ALL Programs | Chilliwack | Attention | v1,vid-all-programs-chilliwack-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120228936681040400,carousel | chilliwack | attention,120228936681010400,CEFA | Chilliwack | LSM | META | LEADS | BOF | Enrollment,120228936681030400,chilliwack | broad - parents | 20 km,ACTIVE,CAMPAIGN_PAUSED,,45.81,4466,27,CAR | ALL Programs | Chilliwack | Attention | v1,car-all-programs-chilliwack-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120229052675810400,carousel | march | V2 | attention,120229052675680400,CEFA | Markham | LSM | META | LEADS | BOF | Enrollment,120229052675670400,markham | broad | 22- 50,ACTIVE,CAMPAIGN_PAUSED,,55.9,3551,64,CAR | ALL Programs | March | Attention | v2,car-all-programs-march-attention-v2,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120230564571020400,cornerstone | LSM | weekend program | socialization,120230564571010400,CEFA | Cornerstone | LSM | META | LEADS | BOF | Enrollment,120230564571030400,cornerstone | LSM | weekend program | early learning,ACTIVE,CAMPAIGN_PAUSED,,70.43,6131,76,UNK | ALL Programs | Cornerstone | LSM | v1,unk-all-programs-cornerstone-lsm-v1,needs_review,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120230794740470400,carousel | meadowvale | attention,120230794740250400,CEFA | Meadowvale | LSM | META | LEADS | BOF | Enrollment,120230794740230400,meadowvale | lookalike | 15 km,ACTIVE,CAMPAIGN_PAUSED,,181.4,11100,105,CAR | ALL Programs | Meadowvale | Attention | v1,car-all-programs-meadowvale-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120231123452850400,video | whole child | holistic growth | voiceover,120222886468440400,CEFA | All Locations | CORP | META | AWARENESS | TOF | Evergreen | Established,120222886468110400,all locations | broad interest + lookalike | 30 - 45,ACTIVE,CAMPAIGN_PAUSED,,4.31,295,6,VID | ALL Programs | Whole Child | Holistic Growth | v1,vid-all-programs-whole-child-holistic-growth-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120231123452860400,video | whole child | nurture  | voiceover,120222886468440400,CEFA | All Locations | CORP | META | AWARENESS | TOF | Evergreen | Established,120222886468110400,all locations | broad interest + lookalike | 30 - 45,ACTIVE,CAMPAIGN_PAUSED,,1905.23,179360,798,VID | ALL Programs | Whole Child | Nurture | v1,vid-all-programs-whole-child-nurture-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120231123794360400,video | methodology | nurture  | voiceover – Copy,120222886468440400,CEFA | All Locations | CORP | META | AWARENESS | TOF | Evergreen | Established,120222886468110400,all locations | broad interest + lookalike | 30 - 45,ACTIVE,CAMPAIGN_PAUSED,,400.82,37738,158,VID | ALL Programs | Methodology | Nurture | v2,vid-all-programs-methodology-nurture-v2,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120231175849600400,carousel | markham | Early learning,120229052675680400,CEFA | Markham | LSM | META | LEADS | BOF | Enrollment,120229052675670400,markham | broad | 22- 50,ACTIVE,CAMPAIGN_PAUSED,,12.28,796,10,CAR | ALL Programs | Markham | Early Learning | v1,car-all-programs-markham-early-learning-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120231322379910400,video | carousel-video | oakville | attention,120231322379890400,CEFA | Oakville | LSM | META | LEADS | BOF | Enrollment,120231322379900400,oakville | interests: rich parents | 10 km,ACTIVE,CAMPAIGN_PAUSED,,351.98,23997,269,VID | ALL Programs | Carousel-video | Oakville | v1,vid-all-programs-carousel-video-oakville-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120231322379920400,carousel | oakville | attention,120231322379890400,CEFA | Oakville | LSM | META | LEADS | BOF | Enrollment,120231322379900400,oakville | interests: rich parents | 10 km,ACTIVE,CAMPAIGN_PAUSED,,50.25,3653,42,CAR | ALL Programs | Oakville | Attention | v1,car-all-programs-oakville-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120231322545610400,carousel | burlington | attention,120231322545590400,CEFA | Burlington | LSM | META | LEADS | BOF | Enrollment | 20260201 | 001,120231322545580400,burlington | interests: rich parents | 10 km,ACTIVE,CAMPAIGN_PAUSED,,30.12,2112,25,CAR | ALL Programs | Burlington | Attention | v1,car-all-programs-burlington-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120231673319570400,video | markham | carousel-video | attention,120229052675680400,CEFA | Markham | LSM | META | LEADS | BOF | Enrollment,120229052675670400,markham | broad | 22- 50,ACTIVE,CAMPAIGN_PAUSED,,874.49,67901,1082,VID | ALL Programs | Markham | Carousel-video | v1,vid-all-programs-markham-carousel-video-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120231982069250400,carousel | burlington | nearby,120231322545590400,CEFA | Burlington | LSM | META | LEADS | BOF | Enrollment | 20260201 | 001,120231322545580400,burlington | interests: rich parents | 10 km,ACTIVE,CAMPAIGN_PAUSED,,4.26,247,3,CAR | ALL Programs | Burlington | Nearby | v1,car-all-programs-burlington-nearby-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120231982332130400,video | carousel-video | burlington | attention,120231322545590400,CEFA | Burlington | LSM | META | LEADS | BOF | Enrollment | 20260201 | 001,120231322545580400,burlington | interests: rich parents | 10 km,ACTIVE,CAMPAIGN_PAUSED,,149.39,12339,165,VID | ALL Programs | Carousel-video | Burlington | v1,vid-all-programs-carousel-video-burlington-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120231988891000400,video | carousel-video | whiterock | nearby,120231838861630400,CEFA | White Rock | LSM | META | LEADS | BOF | Enrollment,120231838861640400,whiterock | interests: parents | 10 km,ACTIVE,CAMPAIGN_PAUSED,,282.44,30723,166,VID | ALL Programs | Carousel-video | White Rock | v1,vid-all-programs-carousel-video-white-rock-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120231989229740400,video | markham | carousel-video | early learning,120229052675680400,CEFA | Markham | LSM | META | LEADS | BOF | Enrollment,120229052675670400,markham | broad | 22- 50,ACTIVE,CAMPAIGN_PAUSED,,23.46,1948,23,VID | ALL Programs | Markham | Carousel-video | v1,vid-all-programs-markham-carousel-video-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120231989497930400,video | carousel-video | whiterock | nearby,120231838861630400,CEFA | White Rock | LSM | META | LEADS | BOF | Enrollment,120231989497940400,whiterock | interests: montessori + early learning | 10 km,ACTIVE,CAMPAIGN_PAUSED,,131.54,15519,76,VID | ALL Programs | Carousel-video | White Rock | v1,vid-all-programs-carousel-video-white-rock-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120231989497980400,video | carousel-video | whiterock | attention,120231838861630400,CEFA | White Rock | LSM | META | LEADS | BOF | Enrollment,120231989497940400,whiterock | interests: montessori + early learning | 10 km,ACTIVE,CAMPAIGN_PAUSED,,12.48,1404,14,VID | ALL Programs | Carousel-video | White Rock | v1,vid-all-programs-carousel-video-white-rock-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120232062041560400,video | carousel-video | oakville | nearby,120231322379890400,CEFA | Oakville | LSM | META | LEADS | BOF | Enrollment,120231322379900400,oakville | interests: rich parents | 10 km,ACTIVE,CAMPAIGN_PAUSED,,6.71,542,9,VID | ALL Programs | Carousel-video | Oakville | v1,vid-all-programs-carousel-video-oakville-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120233503583200400,cornerstone | LSM | weekend program | attention,120230564571010400,CEFA | Cornerstone | LSM | META | LEADS | BOF | Enrollment,120230564571030400,cornerstone | LSM | weekend program | early learning,ACTIVE,CAMPAIGN_PAUSED,,952.08,81229,915,UNK | ALL Programs | Cornerstone | LSM | v1,unk-all-programs-cornerstone-lsm-v1,needs_review,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120233616261180400,image | chilliwack | boy | nearby,120228936681010400,CEFA | Chilliwack | LSM | META | LEADS | BOF | Enrollment,120228936681030400,chilliwack | broad - parents | 20 km,ACTIVE,CAMPAIGN_PAUSED,,21.15,2063,16,IMG | ALL Programs | Chilliwack | Boy | v1,img-all-programs-chilliwack-boy-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120233616408490400,video | chilliwack | slideshow | nearby,120228936681010400,CEFA | Chilliwack | LSM | META | LEADS | BOF | Enrollment,120228936681030400,chilliwack | broad - parents | 20 km,ACTIVE,CAMPAIGN_PAUSED,,62.95,6707,43,VID | ALL Programs | Chilliwack | Slideshow | v1,vid-all-programs-chilliwack-slideshow-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120233616484860400,carousel | chilliwack | nearby,120228936681010400,CEFA | Chilliwack | LSM | META | LEADS | BOF | Enrollment,120228936681030400,chilliwack | broad - parents | 20 km,ACTIVE,CAMPAIGN_PAUSED,,3.19,255,4,CAR | ALL Programs | Chilliwack | Nearby | v1,car-all-programs-chilliwack-nearby-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120234180860780400,image | whiterock | asian kid | attention,120231838861630400,CEFA | White Rock | LSM | META | LEADS | BOF | Enrollment,120231838861640400,whiterock | interests: parents | 10 km,ACTIVE,CAMPAIGN_PAUSED,,52.5,5090,27,IMG | ALL Programs | White Rock | Asian Kid | v1,img-all-programs-white-rock-asian-kid-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120234323061330400,carousel | chilliwack | nearby,120228936681010400,CEFA | Chilliwack | LSM | META | LEADS | BOF | Enrollment,120234323061320400,chilliwack | interest - preschool | 20 km,ACTIVE,CAMPAIGN_PAUSED,,87.45,8934,35,CAR | ALL Programs | Chilliwack | Nearby | v1,car-all-programs-chilliwack-nearby-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120234323061340400,image | chilliwack | boy | nearby,120228936681010400,CEFA | Chilliwack | LSM | META | LEADS | BOF | Enrollment,120234323061320400,chilliwack | interest - preschool | 20 km,ACTIVE,CAMPAIGN_PAUSED,,62.37,6209,30,IMG | ALL Programs | Chilliwack | Boy | v1,img-all-programs-chilliwack-boy-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120234323061350400,video | chilliwack | slideshow | nearby,120228936681010400,CEFA | Chilliwack | LSM | META | LEADS | BOF | Enrollment,120234323061320400,chilliwack | interest - preschool | 20 km,ACTIVE,CAMPAIGN_PAUSED,,292.77,32939,152,VID | ALL Programs | Chilliwack | Slideshow | v1,vid-all-programs-chilliwack-slideshow-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120234323061390400,carousel | chilliwack | attention,120228936681010400,CEFA | Chilliwack | LSM | META | LEADS | BOF | Enrollment,120234323061320400,chilliwack | interest - preschool | 20 km,ACTIVE,CAMPAIGN_PAUSED,,644.3,60973,282,CAR | ALL Programs | Chilliwack | Attention | v1,car-all-programs-chilliwack-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120236376153460400,carousel | lions gate | attention – Copy,120236311204240400,lions gate | LSM | conversions | daily,120236311204300400,lions gate | lal: inquiry submit | 25 - 45,ACTIVE,CAMPAIGN_PAUSED,,1066.45,118243,1108,CAR | ALL Programs | Lions Gate | Attention | v2,car-all-programs-lions-gate-attention-v2,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120236376153480400,carousel | lions gate | attention,120236311204240400,lions gate | LSM | conversions | daily,120236311204280400,lions gate | website: 180 days | 25 - 45,ACTIVE,CAMPAIGN_PAUSED,,616.2,57734,456,CAR | ALL Programs | Lions Gate | Attention | v1,car-all-programs-lions-gate-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120236379018440400,video | park royal | attention,120236379018370400,park royal | LSM | prospecting | daily,120236379018300400,"park royal | interests: child, day care | 25 - 45 | 10 mi",ACTIVE,CAMPAIGN_PAUSED,,18.12,1913,12,VID | ALL Programs | Park Royal | Attention | v1,vid-all-programs-park-royal-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120236442533520400,carousel | richmond south | attention new,120236442533480400,CEFA | Richmond South | LSM | META | LEADS | BOF | Enrollment,120236442533470400,richmond south | broad  - parents | 25 - 45,ACTIVE,CAMPAIGN_PAUSED,,630.42,65108,618,CAR | ALL Programs | Richmond South | Attention New | v1,car-all-programs-richmond-south-attention-new-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120236442533600400,video | richmond south | slideshow | attention new,120236442533480400,CEFA | Richmond South | LSM | META | LEADS | BOF | Enrollment,120236442533470400,richmond south | broad  - parents | 25 - 45,ACTIVE,CAMPAIGN_PAUSED,,10.62,914,5,VID | ALL Programs | Richmond South | Slideshow | v1,vid-all-programs-richmond-south-slideshow-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120236703972020400,carousel | park royal | attention,120236379018370400,park royal | LSM | prospecting | daily,120236379018480400,park royal | lookalike: inquiry submit | 25 - 45 | Piinpoint Locations,ACTIVE,CAMPAIGN_PAUSED,,401.84,50732,260,CAR | ALL Programs | Park Royal | Attention | v1,car-all-programs-park-royal-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237091769940400,video | richmond south | slideshow | attention new,120236442533480400,CEFA | Richmond South | LSM | META | LEADS | BOF | Enrollment,120237091770000400,richmond south | rich -parents | 25 - 45,ACTIVE,CAMPAIGN_PAUSED,,118.17,10731,68,VID | ALL Programs | Richmond South | Slideshow | v1,vid-all-programs-richmond-south-slideshow-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237091769950400,carousel | richmond south | attention new,120236442533480400,CEFA | Richmond South | LSM | META | LEADS | BOF | Enrollment,120237091770000400,richmond south | rich -parents | 25 - 45,ACTIVE,CAMPAIGN_PAUSED,,228.25,23365,205,CAR | ALL Programs | Richmond South | Attention New | v1,car-all-programs-richmond-south-attention-new-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237091769960400,image | richmond south | boy | attention new,120236442533480400,CEFA | Richmond South | LSM | META | LEADS | BOF | Enrollment,120237091770000400,richmond south | rich -parents | 25 - 45,ACTIVE,CAMPAIGN_PAUSED,,59.37,4738,18,IMG | ALL Programs | Richmond South | Boy | v1,img-all-programs-richmond-south-boy-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237091769980400,video | richmond south | slideshow | nearby new,120236442533480400,CEFA | Richmond South | LSM | META | LEADS | BOF | Enrollment,120237091770000400,richmond south | rich -parents | 25 - 45,ACTIVE,CAMPAIGN_PAUSED,,15.39,1658,7,VID | ALL Programs | Richmond South | Slideshow | v1,vid-all-programs-richmond-south-slideshow-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237091769990400,video | richmond south | slideshow | attention | new,120236442533480400,CEFA | Richmond South | LSM | META | LEADS | BOF | Enrollment,120237091770000400,richmond south | rich -parents | 25 - 45,ACTIVE,CAMPAIGN_PAUSED,,101.85,9577,67,VID | ALL Programs | Richmond South | Slideshow | v1,vid-all-programs-richmond-south-slideshow-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237091770010400,image | richmond south | boy | nearby new,120236442533480400,CEFA | Richmond South | LSM | META | LEADS | BOF | Enrollment,120237091770000400,richmond south | rich -parents | 25 - 45,ACTIVE,CAMPAIGN_PAUSED,,5.5,424,3,IMG | ALL Programs | Richmond South | Boy | v1,img-all-programs-richmond-south-boy-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237091770030400,video | richmond south | slideshow | attention new – Copy,120236442533480400,CEFA | Richmond South | LSM | META | LEADS | BOF | Enrollment,120237091770000400,richmond south | rich -parents | 25 - 45,ACTIVE,CAMPAIGN_PAUSED,,61.58,5272,54,VID | ALL Programs | Richmond South | Slideshow | v2,vid-all-programs-richmond-south-slideshow-v2,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237091949780400,carousel | park royal | montessori,120236379018370400,park royal | LSM | prospecting | daily,120236379018480400,park royal | lookalike: inquiry submit | 25 - 45 | Piinpoint Locations,ACTIVE,CAMPAIGN_PAUSED,,8.39,1086,1,CAR | ALL Programs | Park Royal | Montessori | v1,car-all-programs-park-royal-montessori-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237092128210400,carousel | park royal | montessori,120236379018370400,park royal | LSM | prospecting | daily,120236379018300400,"park royal | interests: child, day care | 25 - 45 | 10 mi",ACTIVE,CAMPAIGN_PAUSED,,8.46,995,5,CAR | ALL Programs | Park Royal | Montessori | v1,car-all-programs-park-royal-montessori-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237092128220400,carousel | park royal | attention,120236379018370400,park royal | LSM | prospecting | daily,120236379018300400,"park royal | interests: child, day care | 25 - 45 | 10 mi",ACTIVE,CAMPAIGN_PAUSED,,10.75,1379,8,CAR | ALL Programs | Park Royal | Attention | v1,car-all-programs-park-royal-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
